GNR_RES_WTR_NOPMP_MC-01
GNR_ST_NUCL_CND_E-33
GNR_ST_PEAT_CND_E-38
GNR_BO_PEAT_E-90
GNR_HS_HEAT_PIT_L-CEN_E-70
GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010
GNR_IND-ST_PEAT_BP_CB-40
GNR_IND-ST_WOODCHI_BP_CB-50
GNR_ST_FUELOIL_BP_CB-50
GNR_ST_PEAT_BP_CB-40
GNR_ST_WOODCHI_BP_CB-40
KELJONLAHTI_ST_PEAT_EXT
NA1_IND-ST_COAL_EXT
NA2y3_ST_COAL_EXT
TOPPILA2_ST_PEAT_EXT
GNR_BO_HYDROGEN_E-90
GNR_CC_NGAS_BP_CB-100
GNR_CC_NGAS_BP_CB-110
GNR_CC_NGAS_BP_CB-90
GNR_GT_NGAS_BP_CB-150
GNR_GT_NGAS_BP_CB-50
GNR_GT_NGAS_BP_CB-60
GNR_GT_NGAS_BP_CB-90
GNR_IND-ST_WOODWST_BP_CB-50
GNR_ST_BGAS_BP_CB-40
GNR_ST_COAL_BP_CB-50
GNR_ST_COAL_BP_CB-80
GNR_ST_HYDROGEN_BP_CB-30
GNR_ST_NGAS_BP_CB-130
GNR_ST_NGAS_BP_CB-50
GNR_ST_NGAS_BP_CB-90
GNR_ST_WOODCHI_BP_CB-50
VUOSAARIB_CC_NGAS_EXT
GNR_ENG_BGAS_BP_CB-100
GNR_GT_BGAS_BP_CB-30
GNR_IND-ST_WOODCHI_BP_CB-40
GNR_IND-ST_WOODWST_BP_CB-40
GNR_ST_BFG_BP_CB-280
GNR_ST_BFG_BP_CB-70
GNR_ST_BFG_BP_CB-90
GNR_ST_COAL_BP_CB-130
GNR_ST_FUELOIL_BP_CB-120
GNR_ST_FUELOIL_BP_CB-30
GNR_ST_PEAT_BP_CB-120
GNR_ST_PEAT_BP_CB-20
GNR_ST_PEAT_BP_CB-30
GNR_ST_PEAT_BP_CB-50
GNR_ST_WOODCHI_BP_CB-20
GNR_ST_WOODCHI_BP_CB-30
GNR_GT_BGAS_BP_CB-100
GNR_GT_NGAS_BP_CB-30
GNR_GT_NGAS_BP_CB-40
GNR_GT_NGAS_BP_CB-70
GNR_IND-ST_WOODCHI_BP_CB-30
GNR_GT_FUELOIL_BP_CB-40
GNR_ST_PEAT_BP_CB-10
GNR_ST_WOODCHI_BP_CB-10
GNR_ST_WOODCHI_BP_CB-70
GNR_ST_WOODWST_BP_CB-30
GNR_ENG_NGAS_BP_CB-100
AITTALUOTO_IND-ST_PEAT_EXT
ALHOLMEN2_IND-ST_PEAT_EXT
ANJALANKOSKI_IND-ST_WOODWST_EXT
GNR_GT_NGAS_BP_CB-470
GNR_IND-ST_BGAS_BP_CB-30
GNR_IND-ST_BLACKLIC_BP_CB-20
GNR_IND-ST_BLACKLIC_BP_CB-30
GNR_IND-ST_BLACKLIC_BP_CB-60
GNR_IND-ST_COAL_BP_CB-30
GNR_IND-ST_FUELOIL_BP_CB-30
GNR_IND-ST_FUELOIL_BP_CB-80
GNR_IND-ST_LIGHTOIL_BP_CB-30
GNR_IND-ST_MSW_BP_CB-30
GNR_IND-ST_NGAS_BP_CB-30
GNR_IND-ST_PEAT_BP_CB-20
GNR_IND-ST_PEAT_BP_CB-30
GNR_IND-ST_WOODCHI_BP_CB-20
GNR_IND-ST_WOODCHI_BP_CB-70
GNR_IND-ST_WOODWST_BP_CB-20
GNR_IND-ST_WOODWST_BP_CB-30
GNR_BO_COAL_E-76_SS-15-KW
AGG-DE4-E_ES_ELEC
AGG-DE4-E_RES_WTR_PMP
GNR_BO_BGAS_E-80
GNR_BO_ELEC_E-80
GNR_BO_MSW_E-80
GNR_BO_NGAS_E-80
GNR_CC_FUELOIL_BP_E-38
GNR_CC_NGAS_BP_E-53
GNR_CC_NGAS_CND_E-51
GNR_CC_NGAS_CND_E-56
GNR_ENG_BGAS_BP_E-45
GNR_GEO_HEAT_EO
GNR_GT_FUELOIL_CND_E-30
GNR_GT_FUELOIL_CND_E-36
GNR_GT_NGAS_BP_E-38
GNR_ST_BGAS_BP_E-38
GNR_ST_BGAS_CND_E-38
GNR_ST_BGAS_EXT_E-38
GNR_ST_COAL_BP_E-40
GNR_ST_COAL_EXT_E-35
GNR_ST_COAL_EXT_E-40
GNR_ST_FUELOIL_BP_E-36
GNR_ST_FUELOIL_BP_E-38
GNR_ST_FUELOIL_CND_E-39
GNR_ST_LIGN_BP_E-28
GNR_ST_LIGN_BP_E-39
GNR_ST_LIGN_CND_E-43
GNR_ST_LIGN_EXT_E-39
GNR_ST_MSW_BP_E-33
GNR_ST_MSW_CND_E-33
GNR_ST_NGAS_BP_E-31
GNR_ST_NGAS_BP_E-38
GNR_ST_NGAS_CND_E-38
GNR_ST_NGAS_EXT_E-39
GNR_PV-Utility_scale_no_tracking_RG2_Existing
AGG-DE4-N_ES_ELEC
AGG-DE4-N_RES_WTR_PMP
GNR_CC_COAL_BP_E-49
GNR_CC_NGAS_BP_E-59
GNR_ST_COAL_EXT_E-44
GNR_ST_FUELOIL_CND_E-35
AGG-DE4-S_ES_ELEC
AGG-DE4-S_RES_WTR_PMP
GNR_CC_FUELOIL_CND_E-38
GNR_CC_NGAS_BP_E-18
GNR_CC_NGAS_CND_E-43
GNR_CC_NGAS_CND_E-57
GNR_GT_FUELOIL_CND_E-32
GNR_GT_FUELOIL_CND_E-35
GNR_GT_NGAS_BP_E-32
GNR_GT_NGAS_BP_E-37
GNR_GT_NGAS_CND_E-31
GNR_RES_WTR_NOPMP
GNR_ST_COAL_CND_E-38
GNR_ST_COAL_CND_E-45
GNR_ST_COAL_EXT_E-37
GNR_ST_FUELOIL_CND_E-36
AGG-DE4-W_ES_ELEC
AGG-DE4-W_RES_WTR_PMP
GNR_CC_COAL_BP_E-27
GNR_CC_COAL_BP_E-46
GNR_CC_NGAS_BP_E-39
GNR_CC_NGAS_BP_E-55
GNR_CC_NGAS_CND_E-42
GNR_GT_NGAS_CND_E-32
GNR_GT_NGAS_CND_E-40
GNR_ST_BGAS_CND_E-33
GNR_ST_COAL_BP_E-33
GNR_ST_COAL_CND_E-37
GNR_ST_COAL_EXT_E-36
GNR_ST_LIGN_BP_E-31
GNR_ST_LIGN_CND_E-32
GNR_ST_LIGN_CND_E-41
GNR_ST_LIGN_EXT_E-34
GNR_ST_LIGN_EXT_E-40
GNR_ST_NGAS_BP_E-33
GNR_ST_NGAS_CND_E-36
GNR_ST_NGAS_CND_E-40
GNR_ST_NGAS_EXT_E-36
GNR_ST_NGAS_EXT_E-40
GNR_CC_NGAS_CND_E-47
GNR_ST_MSW_CND_E-20
GNR_ST_WOOD_CND_E-50
GNR_CC_NGAS_EXT_E-61
LULEKRAFT_ST_BFG_EXT
GNR_BO_WOOD_E-65_SS-6-KW
GNR_ST_MSW_BP_CB-40
GNR_ST_WOODPEL_BP_CB-30
GNR_BO_OTHER_E-90
GNR_GT_LIGHTOIL_CND_E-24
GNR_ST_FUELOIL_CND_E-33
AROS3_ST_FUELOIL_EXT
AROS6_ST_MSW_EXT
AROS7_ST_WOODWST_EXT
GNR_GT_FUELOIL_BP_CB-180
GNR_GT_NGAS_BP_CB-80
GNR_ST_COAL_BP_CB-40
GNR_ST_MSW_BP_CB-10
GNR_ST_NGAS_BP_CB-40
GNR_ST_WOODCHI_BP_CB-80
GNR_ST_WOODPEL_BP_CB-40
LINKOPING_ST_COAL_EXT
VARTAN1_ST_BIOIL_EXT
VARTAN6_ST_COAL_EXT
GNR_ST_WOODPEL_BP_CB-10
GNR_ST_WOODWST_BP_CB-20
GNR_ST_WOODWST_BP_CB-40
GNR_ST_WOODWST_BP_CB-50
GNR_ST_WOODWST_BP_CB-10
GNR_ST_MSW_BP_CB-60
ORESUND_CC_NGAS_EXT
GNR_ST_WOODCHI_BP_CB-60
GNR_ST_WOODPEL_BP_CB-50
GNR_CC_NGAS_CND_E-52
GNR_CC_NGAS_CND_E-58
GNR_ES_WTR_PMP
GNR_GT_NGAS_CND_E-33
GNR_GT_NGAS_CND_E-41
GNR_ST_COAL_CND_E-35
GNR_ST_STRW_CND_E-25
GNR_ST_WOODPEL_CND_E-30
ADAM-1_ST_LIGNITE_EXT
BELC-1_ST_LIGNITE_EXT
BIAL-1_ST_STRAW_BP
BIAL-4_ST_COAL_CND
BIEL-4_ST_COAL_BP
CHOR2-1_ST_COAL_BP
CORZ-3_ST_COAL_EXT
CZEC-1_ST_COAL_EXT
DOLN-1_ST_COAL_EXT
GDAN2-1_ST_COAL_BP
GNR_BO_WOOD_E-100
GNR_ST_BGAS_CND_E-37
GNR_ST_COAL_BP_E-15
GNR_ST_FUELOIL_BP_E-15
GNR_ST_MSW_BP_E-15
GNR_ST_NGAS_BP_E-15
GNR_ST_STRAW_BP_E-15
GNR_ST_WOOD_EXT_E-45
GNR_ST_WOODWST_BP_E-53
GORZ-4_ST_NGAS_BP
JAWO2-1_ST_COAL_BP
KARO-1_ST_COAL_EXT
KARO-2_ST_COAL_BP
KATO_ST_COAL_BP
KOZI-1_ST_COAL_EXT
KRLEG-1_ST_COAL_BP
KRLEG-3_ST_COAL_EXT
LAZI-1_ST_COAL_EXT
LODZ-3_ST_STRAW_EXT
MIEC_ST_COAL_EXT
NOWA-1_ST_NGAS_BP
RYBN-1_ST_COAL_EXT
RZES-2_ST_NGAS_BP
SIEK-1_ST_COAL_BP
SIEK-1_ST_COAL_EXT
SIEK-8_ST_COAL_EXT
SIER-1_ST_COAL_BP
SKAW-1_ST_COAL_BP
TYCH_ST_COAL_BP
ZABR-1_ST_COAL_EXT
ZABR-2_ST_COAL_EXT
ZABR-3_ST_COAL_BP
ZERA-7_ST_COAL_EXT
ZERA-8_ST_COAL_EXT
ZIEL-1_ST_NGAS_BP
ZIEL-2_ST_COAL_BP
ZIEL-3_ST_NGAS_BP
ZIEL-4_ST_COAL_BP
ADAM-2_ST_LIGNITE_CON
BELC-2_ST_LIGNITE_CON
DOLN-2_ST_COAL_CND
KOZI-2_ST_COAL_CND
LAZI-2_ST_COAL_CND
LAZI-6_ST_COAL_CND
OPOL-1_ST_COAL_CND
OSTRB-1_ST_COAL_CND
PATN2-1_ST_LIGNITE_CON
POLA-2_ST_COAL_CND
RYBN-2_ST_COAL_CND
SZCZ-1_ST_COAL_BP
TURO-1_ST_COAL_BP
GNR_ST_FUELOIL_CND_E-30
GNR_ST_WOOD_CND_E-37
GNR_GT_NGAS_CND_E-38
GNR_ST_COAL_CND_E-33
GNR_ST_FUELOIL_EXT_E-22
GNR_ST_NGAS_EXT_E-24
GNR_IMPORT_H2
GNR_BO_NGAS_E-106_MS-5-MW_Y-2030
GNR_HP_ELEC_GROUND-WTR_COP-380_LS-4-MW_Y-2030
GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2030
GNR_ST_MSW_BP_E-24_MS-80-MW-FEED_Y-2030
GNR_STEAM-REFORMING-CCS_E-70_Y-2020
GNR_PV-Utility_scale_tracking_RG1_Y-2030
GNR_PV-Utility_scale_tracking_RG2_Y-2030
GNR_IND-DF_ELEC_E-100_MS-5-MW_Y-2020
GNR_IND-DF_NGAS_E-100_MS-3-MW_Y-2020
GNR_IND-DF_WOODCHI_E-100_MS-10-MW_Y-2020
GNR_HP_ELEC_AIR-WTR_COP-330_LS_Y-2030
GNR_BO_ELEC_E-99_LS-10-MW-FEED_Y-2030
GNR_IND-BO_NGAS_E-94_MS-20-MW_Y-2030
GNR_BO_NGAS_E-96_SS-10-KW_Y-2030
GNR_HP_ELEC_GROUND-WTR_COP-380_SS-10-KW_Y-2030
GNR_HP_ELEC_AIR-AIR_COP-340_SS-4-KW_Y-2030
GNR_ELYS_ELEC_AEC_DH_Y-2030
GNR_WT-SP277-HH100_ONS_RG2_Y-2030
GNR_WT-SP277-HH100_ONS_RG1_Y-2030
GNR_HS_HEAT_PIT_L-CEN_E-70_Y-2030
GNR_ST_MSW_BP_E-24_LS-220-MW-FEED_Y-2030
GNR_WT-SP199-HH150_ONS_RG3_Y-2030
GNR_WT-SP199-HH100_ONS_RG1_Y-2030
GNR_ST_WOODCHI_BP_E-16_SS-20-MW-FEED_Y-2030
GNR_WT-SP199-HH100_ONS_RG2_Y-2030
GNR_WT-SP199-HH100_ONS_RG3_Y-2030
GNR_GT_NGAS_BP_E-43_LS-40-MW_Y-2030
GNR_WT-SP199-HH150_ONS_RG1_Y-2030
GNR_ST_NGAS_BP_E-7_MS-15-MW_Y-2020
GNR_ST_NGASCCS_EXT_E-47_LS-400-MW_Y-2020
GNR_ST_WOODCHI_BP_E-29_LS-600-MW-FEED_Y-2030
GNR_H2S_H2-CAVERN_Y-2030
GNR_WT-SP199-HH150_ONS_RG2_Y-2030
GNR_ENG_NGAS_BP_E-48_Y-2030
GNR_CC_NGASCCS_EXT_E-61_LS-100-MW_Y-2030
GNR_CC_NGASCCS_CND_E-61_LS-100-MW_Y-2030
GNR_BO_ELEC_E-100_SS-3-KW-FEED_Y-2030
GNR_PV-Utility_scale_tracking_RG3_Y-2030
GNR_HP_ELEC_GROUND-WTR_COP-410_LS-4-MW_Y-2050
GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2050
GNR_ST_MSW_BP_E-24_MS-80-MW-FEED_Y-2050
GNR_ELYS_ELEC_AEC_DH_Y-2050
GNR_WT-SP199-HH150_ONS_RG2_Y-2050
GNR_WT-SP199-HH100_ONS_RG1_Y-2050
GNR_PV-Utility_scale_tracking_RG3_Y-2050
GNR_HP_ELEC_AIR-WTR_COP-360_LS_Y-2050
GNR_BO_ELEC_E-99_LS-10-MW-FEED_Y-2050
GNR_IND-BO_NGAS_E-96_MS-20-MW_Y-2050
GNR_ST_WOODCHI_BP_E-16_SS-20-MW-FEED_Y-2050
GNR_BO_NGAS_E-97_SS-10-KW_Y-2050
GNR_HP_ELEC_GROUND-WTR_COP-400_SS-10-KW_Y-2050
GNR_HP_ELEC_AIR-AIR_COP-360_SS-4-KW_Y-2050
GNR_WT-SP199-HH150_ONS_RG3_Y-2050
GNR_WT-SP199-HH100_ONS_RG2_Y-2050
GNR_WT-SP199-HH100_ONS_RG3_Y-2050
GNR_WT-SP277-HH100_ONS_RG1_Y-2050
GNR_BO_ELEC_E-100_SS-3-KW-FEED_Y-2050
GNR_PV-Utility_scale_tracking_RG2_Y-2050
GNR_HS_HEAT_PIT_L-CEN_E-70_Y-2050
GNR_ST_MSW_BP_E-25_LS-220-MW-FEED_Y-2050
GNR_H2S_H2-CAVERN_Y-2050
GNR_WT-SP370-HH155_OFF_bottom_fixed_RG2_Y-2050
GNR_PV-Utility_scale_tracking_RG1_Y-2050
GNR_WT-SP199-HH150_ONS_RG1_Y-2050
GNR_ST_WOODCHI_BP_E-29_LS-600-MW-FEED_Y-2050
GNR_WT-SP316-HH155_OFF_bottom_fixed_RG2_Y-2050
GNR_PV-Utility_scale_no_tracking_RG2_Y-2050
GNR_ENG_NGAS_BP_E-50_Y-2050
GNR_FC_H2_SOFCC_Y-2050
GNR_ELYS_ELEC_AEC_Y-2050
GNR_ST_MSW_CND_E-25_LS-220-MW-FEED_Y-2050
GNR_PV-Utility_scale_no_tracking_RG1_Y-2050
